Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020


	=SUBTOTAL(109,B6:B9936)															
8904	1	sp|Q9NQT4|EXOS5_HUMAN	 	 	 	 	14.0	235	25249	Exosome complex component RRP46 OS=Homo sapiens (Human) OX=9606 GN=EXOSC5 PE=1 SV=1	5	5	1.000	5	5	5.000
8905	1	sp|Q9NQT5|EXOS3_HUMAN	 	 	 	 	48.0	275	29572	Exosome complex component RRP40 OS=Homo sapiens (Human) OX=9606 GN=EXOSC3 PE=1 SV=3	18	18	1.000	18	18	18.000
8906	1	sp|Q9NQT8|KI13B_HUMAN	 	 	sp|O43896|KIF1C_HUMAN, sp|O60333|KIF1B_HUMAN, sp|Q12756|KIF1A_HUMAN, sp|Q9H1H9|KI13A_HUMAN, sp|Q9NQT8|KI13B_HUMAN	 	10.7	1826	202786	Kinesin-like protein KIF13B OS=Homo sapiens (Human) OX=9606 GN=KIF13B PE=1 SV=2	24	21	0.875	24	21	22.295
8907	1	sp|Q9NQV6|PRD10_HUMAN	 	 	 	 	9.0	1147	130134	PR domain zinc finger protein 10 OS=Homo sapiens (Human) OX=9606 GN=PRDM10 PE=1 SV=3	16	16	1.000	16	16	16.000
8908	1	sp|Q9NQW1|SC31B_HUMAN	 	 	sp|O94979|SC31A_HUMAN, sp|Q9NQW1|SC31B_HUMAN	 	1.2	1179	128696	Protein transport protein Sec31B OS=Homo sapiens (Human) OX=9606 GN=SEC31B PE=1 SV=1	2	1	0.500	2	1	1.010
8909	1	sp|Q9NQW6|ANLN_HUMAN	 	 	 	 	9.3	1124	124197	Anillin OS=Homo sapiens (Human) OX=9606 GN=ANLN PE=1 SV=2	17	17	1.000	17	17	17.000
8910	1	sp|Q9NQW7|XPP1_HUMAN	 	 	REV_Q8TCF1, sp|O00462|MANBA_HUMAN, sp|Q9NQW7|XPP1_HUMAN	 	41.1	623	69917	Xaa-Pro aminopeptidase 1 OS=Homo sapiens (Human) OX=9606 GN=XPNPEP1 PE=1 SV=3	69	65	0.942	69	65	68.252
8911	1	sp|Q9NQX3|GEPH_HUMAN	 	 	 	 	28.9	736	79748	Gephyrin OS=Homo sapiens (Human) OX=9606 GN=GPHN PE=1 SV=1	23	23	1.000	23	23	23.000
8912	1	sp|Q9NQX4|MYO5C_HUMAN	 	 	sp|Q9NQX4|MYO5C_HUMAN, sp|Q9ULV0|MYO5B_HUMAN, sp|Q9Y4I1|MYO5A_HUMAN	 	34.4	1742	202808	Unconventional myosin-Vc OS=Homo sapiens (Human) OX=9606 GN=MYO5C PE=1 SV=2	109	101	0.927	109	101	105.658
8913	1	sp|Q9NQY0|BIN3_HUMAN	 	 	 	 	23.3	253	29665	Bridging integrator 3 OS=Homo sapiens (Human) OX=9606 GN=BIN3 PE=1 SV=1	10	10	1.000	10	10	10.000
8914	1	sp|Q9NQZ2|SAS10_HUMAN	 	 	 	 	10.2	479	54557	Something about silencing protein 10 OS=Homo sapiens (Human) OX=9606 GN=UTP3 PE=1 SV=1	10	10	1.000	10	10	10.000
8915	1	sp|Q9NQZ5|STAR7_HUMAN	 	 	 	 	17.6	370	43113	StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=STARD7 PE=1 SV=2	10	10	1.000	10	10	10.000
8916	1	sp|Q9NR09|BIRC6_HUMAN	 	 	 	 	15.3	4857	530249	Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=BIRC6 PE=1 SV=2	88	88	1.000	88	88	88.000
8917	1	sp|Q9NR12|PDLI7_HUMAN	 	 	 	 	19.3	457	49844	PDZ and LIM domain protein 7 OS=Homo sapiens (Human) OX=9606 GN=PDLIM7 PE=1 SV=1	15	15	1.000	15	15	15.000
8918	1	sp|Q9NR19|ACSA_HUMAN	 	 	 	 	12.3	701	78579	Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=ACSS2 PE=1 SV=1	19	19	1.000	19	19	19.000
8919	1	sp|Q9NR28|DBLOH_HUMAN	 	 	 	 	37.2	239	27131	Diablo homolog, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DIABLO PE=1 SV=1	29	29	1.000	29	29	29.000
8920	1	sp|Q9NR30|DDX21_HUMAN	 	 	sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN	 	49.0	783	87343	Nucleolar RNA helicase 2 OS=Homo sapiens (Human) OX=9606 GN=DDX21 PE=1 SV=5	151	133	0.881	151	133	147.509
8921	1	sp|Q9NR31|SAR1A_HUMAN	 	 	sp|Q9NR31|SAR1A_HUMAN, sp|Q9Y6B6|SAR1B_HUMAN	 	49.5	198	22367	GTP-binding protein SAR1a OS=Homo sapiens (Human) OX=9606 GN=SAR1A PE=1 SV=1	66	32	0.485	66	32	52.528
8922	1	sp|Q9NR33|DPOE4_HUMAN	 	 	 	 	45.3	117	12209	DNA polymerase epsilon subunit 4 OS=Homo sapiens (Human) OX=9606 GN=POLE4 PE=1 SV=2	4	4	1.000	4	4	4.000
8923	1	sp|Q9NR34|MA1C1_HUMAN	 	 	 	 	3.3	630	70910	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC OS=Homo sapiens (Human) OX=9606 GN=MAN1C1 PE=1 SV=1	3	3	1.000	3	3	3.000
8924	1	sp|Q9NR45|SIAS_HUMAN	 	 	 	 	48.7	359	40307	Sialic acid synthase OS=Homo sapiens (Human) OX=9606 GN=NANS PE=1 SV=2	106	106	1.000	106	106	106.000
8925	1	sp|Q9NR46|SHLB2_HUMAN	 	 	 	 	48.9	395	43973	Endophilin-B2 OS=Homo sapiens (Human) OX=9606 GN=SH3GLB2 PE=1 SV=1	47	47	1.000	47	47	47.000
8926	1	sp|Q9NR48|ASH1L_HUMAN	 	 	 	 	1.7	2969	332786	Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens (Human) OX=9606 GN=ASH1L PE=1 SV=2	5	5	1.000	5	5	5.000
8927	1	sp|Q9NR50|EI2BG_HUMAN	 	 	 	 	38.7	452	50240	Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens (Human) OX=9606 GN=EIF2B3 PE=1 SV=1	37	37	1.000	37	37	37.000
8929	1	sp|Q9NR77|PXMP2_HUMAN	 	 	 	 	17.4	195	22252	Peroxisomal membrane protein 2 OS=Homo sapiens (Human) OX=9606 GN=PXMP2 PE=1 SV=3	11	11	1.000	11	11	11.000
8930	1	sp|Q9NRA2|S17A5_HUMAN	 	 	 	 	5.5	495	54639	Sialin OS=Homo sapiens (Human) OX=9606 GN=SLC17A5 PE=1 SV=2	2	2	1.000	2	2	2.000
8931	1	sp|Q9NRA8|4ET_HUMAN	 	 	REV_Q13085, sp|Q9NRA8|4ET_HUMAN	 	9.5	985	108200	Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens (Human) OX=9606 GN=EIF4ENIF1 PE=1 SV=2	10	9	0.900	10	9	10.000
8932	1	sp|Q9NRC1|ST7_HUMAN	 	 	sp|Q8TDW4|ST7L_HUMAN, sp|Q9NRC1|ST7_HUMAN	 	7.5	585	67166	Suppressor of tumorigenicity 7 protein OS=Homo sapiens (Human) OX=9606 GN=ST7 PE=1 SV=1	17	9	0.529	17	9	15.545
8933	1	sp|Q9NRC6|SPTN5_HUMAN	 	 	 	 	0.9	3674	416745	Spectrin beta chain, non-erythrocytic 5 OS=Homo sapiens (Human) OX=9606 GN=SPTBN5 PE=1 SV=2	2	2	1.000	2	2	2.000
8934	1	sp|Q9NRC8|SIR7_HUMAN	 	 	 	 	10.0	400	44898	NAD-dependent protein deacetylase sirtuin-7 OS=Homo sapiens (Human) OX=9606 GN=SIRT7 PE=1 SV=1	3	3	1.000	3	3	3.000
8935	1	sp|Q9NRD5|PICK1_HUMAN	 	 	sp|O95819|M4K4_HUMAN, sp|Q6ZXV5|TMTC3_HUMAN, sp|Q9NRD5|PICK1_HUMAN	 	16.6	415	46600	PRKCA-binding protein OS=Homo sapiens (Human) OX=9606 GN=PICK1 PE=1 SV=2	10	8	0.800	10	8	8.254
8936	1	sp|Q9NRF2|SH2B1_HUMAN	 	 	 	 	6.1	756	79366	SH2B adapter protein 1 OS=Homo sapiens (Human) OX=9606 GN=SH2B1 PE=1 SV=3	3	3	1.000	3	3	3.000
8937	1	sp|Q9NRF8|PYRG2_HUMAN	 	 	sp|P17812|PYRG1_HUMAN, sp|Q9NRF8|PYRG2_HUMAN	 	48.1	586	65677	CTP synthase 2 OS=Homo sapiens (Human) OX=9606 GN=CTPS2 PE=1 SV=1	63	56	0.889	63	56	59.111
8938	1	sp|Q9NRF9|DPOE3_HUMAN	 	 	 	 	49.0	147	16859	DNA polymerase epsilon subunit 3 OS=Homo sapiens (Human) OX=9606 GN=POLE3 PE=1 SV=1	12	12	1.000	12	12	12.000
8939	1	sp|Q9NRG0|CHRC1_HUMAN	 	 	 	 	33.6	131	14710	Chromatin accessibility complex protein 1 OS=Homo sapiens (Human) OX=9606 GN=CHRAC1 PE=1 SV=1	2	2	1.000	2	2	2.000
8940	1	sp|Q9NRG4|SMYD2_HUMAN	 	 	 	 	18.0	433	49688	N-lysine methyltransferase SMYD2 OS=Homo sapiens (Human) OX=9606 GN=SMYD2 PE=1 SV=2	17	17	1.000	17	17	17.000
8941	1	sp|Q9NRG7|D39U1_HUMAN	 	 	 	 	17.7	293	31076	Epimerase family protein SDR39U1 OS=Homo sapiens (Human) OX=9606 GN=SDR39U1 PE=1 SV=3	9	9	1.000	9	9	9.000
8942	1	sp|Q9NRG9|AAAS_HUMAN	 	 	 	 	13.2	546	59573	Aladin OS=Homo sapiens (Human) OX=9606 GN=AAAS PE=1 SV=1	7	7	1.000	7	7	7.000
8943	1	sp|Q9NRJ7|PCDBG_HUMAN	 	 	 	 	2.7	776	84982	Protocadherin beta-16 OS=Homo sapiens (Human) OX=9606 GN=PCDHB16 PE=1 SV=3	2	2	1.000	2	2	2.000
8944	1	sp|Q9NRK6|ABCBA_HUMAN	 	 	 	 	10.8	738	79147	ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ABCB10 PE=1 SV=2	8	8	1.000	8	8	8.000
8945	1	sp|Q9NRL2|BAZ1A_HUMAN	 	 	REV_Q8IVF2, sp|Q9NRL2|BAZ1A_HUMAN	 	20.9	1556	178700	Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens (Human) OX=9606 GN=BAZ1A PE=1 SV=2	47	45	0.957	47	45	46.915
8946	1	sp|Q9NRL3|STRN4_HUMAN	 	 	sp|O43815|STRN_HUMAN, sp|Q13033|STRN3_HUMAN, sp|Q9NRL3|STRN4_HUMAN	 	19.5	753	80595	Striatin-4 OS=Homo sapiens (Human) OX=9606 GN=STRN4 PE=1 SV=2	20	15	0.750	20	15	16.875
8947	1	sp|Q9NRM2|ZN277_HUMAN	 	 	sp|Q9NRM2|ZN277_HUMAN, sp|Q9NRX1|PNO1_HUMAN	 	7.6	450	52787	Zinc finger protein 277 OS=Homo sapiens (Human) OX=9606 GN=ZNF277 PE=1 SV=2	7	3	0.429	7	3	4.333
8948	1	sp|Q9NRM7|LATS2_HUMAN	 	 	sp|O95835|LATS1_HUMAN, sp|Q9NRM7|LATS2_HUMAN	 	3.8	1088	120134	Serine/threonine-protein kinase LATS2 OS=Homo sapiens (Human) OX=9606 GN=LATS2 PE=1 SV=2	3	1	0.333	3	1	1.333
8949	1	sp|Q9NRN7|ADPPT_HUMAN	 	 	 	 	28.5	309	35776	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens (Human) OX=9606 GN=AASDHPPT PE=1 SV=2	22	22	1.000	22	22	22.000
8950	1	sp|Q9NRN9|METL5_HUMAN	 	 	 	 	23.4	209	23719	Methyltransferase-like protein 5 OS=Homo sapiens (Human) OX=9606 GN=METTL5 PE=1 SV=1	11	11	1.000	11	11	11.000
8951	1	sp|Q9NRP0|OSTC_HUMAN	 	 	 	 	13.4	149	16829	Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens (Human) OX=9606 GN=OSTC PE=1 SV=1	10	10	1.000	10	10	10.000
8952	1	sp|Q9NRP2|COXM2_HUMAN	 	 	 	 	13.9	79	9460	COX assembly mitochondrial protein 2 homolog OS=Homo sapiens (Human) OX=9606 GN=CMC2 PE=1 SV=1	4	4	1.000	4	4	4.000
8953	1	sp|Q9NRR4|RNC_HUMAN	 	 	 	 	4.2	1374	159314	Ribonuclease 3 OS=Homo sapiens (Human) OX=9606 GN=DROSHA PE=1 SV=2	6	6	1.000	6	6	6.000
8954	1	sp|Q9NRR5|UBQL4_HUMAN	 	 	sp|Q9NRR5|UBQL4_HUMAN, sp|Q9UHD9|UBQL2_HUMAN, sp|Q9UMX0|UBQL1_HUMAN	 	14.0	601	63852	Ubiquilin-4 OS=Homo sapiens (Human) OX=9606 GN=UBQLN4 PE=1 SV=2	27	18	0.667	27	18	21.759
8955	1	sp|Q9NRR6|INP5E_HUMAN	 	 	 	 	3.6	644	70205	Phosphatidylinositol polyphosphate 5-phosphatase type IV OS=Homo sapiens (Human) OX=9606 GN=INPP5E PE=1 SV=2	3	3	1.000	3	3	3.000
8956	1	sp|Q9NRS6|SNX15_HUMAN	 	 	 	 	14.0	342	38291	Sorting nexin-15 OS=Homo sapiens (Human) OX=9606 GN=SNX15 PE=1 SV=1	6	6	1.000	6	6	6.000
8957	1	sp|Q9NRV9|HEBP1_HUMAN	 	 	 	 	48.7	189	21097	Heme-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=HEBP1 PE=1 SV=1	25	25	1.000	25	25	25.000
8959	1	sp|Q9NRW7|VPS45_HUMAN	 	 	 	 	31.1	570	65076	Vacuolar protein sorting-associated protein 45 OS=Homo sapiens (Human) OX=9606 GN=VPS45 PE=1 SV=1	49	49	1.000	49	49	49.000
8960	1	sp|Q9NRX1|PNO1_HUMAN	 	 	sp|Q9NRM2|ZN277_HUMAN, sp|Q9NRX1|PNO1_HUMAN	 	14.3	252	27924	RNA-binding protein PNO1 OS=Homo sapiens (Human) OX=9606 GN=PNO1 PE=1 SV=1	10	6	0.600	10	6	8.667
8961	1	sp|Q9NRX2|RM17_HUMAN	 	 	 	 	23.4	175	20050	39S ribosomal protein L17, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL17 PE=1 SV=1	6	6	1.000	6	6	6.000
8962	1	sp|Q9NRX4|PHP14_HUMAN	 	 	 	 	49.6	125	13832	14 kDa phosphohistidine phosphatase OS=Homo sapiens (Human) OX=9606 GN=PHPT1 PE=1 SV=1	17	17	1.000	17	17	17.000
8963	1	sp|Q9NRY4|RHG35_HUMAN	 	 	 	 	27.6	1499	170512	Rho GTPase-activating protein 35 OS=Homo sapiens (Human) OX=9606 GN=ARHGAP35 PE=1 SV=3	53	53	1.000	53	53	53.000
8964	1	sp|Q9NRY5|F1142_HUMAN	 	 	 	 	21.6	505	55468	Protein FAM114A2 OS=Homo sapiens (Human) OX=9606 GN=FAM114A2 PE=1 SV=4	10	10	1.000	10	10	10.000
8965	1	sp|Q9NRY6|PLS3_HUMAN	 	 	 	 	6.4	295	31648	Phospholipid scramblase 3 OS=Homo sapiens (Human) OX=9606 GN=PLSCR3 PE=1 SV=2	3	3	1.000	3	3	3.000
8966	1	sp|Q9NRZ7|PLCC_HUMAN	 	 	 	 	20.5	376	43380	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens (Human) OX=9606 GN=AGPAT3 PE=1 SV=1	10	10	1.000	10	10	10.000
8967	1	sp|Q9NRZ9|HELLS_HUMAN	 	 	 	 	25.8	838	97073	Lymphoid-specific helicase OS=Homo sapiens (Human) OX=9606 GN=HELLS PE=1 SV=1	42	42	1.000	42	42	42.000
8968	1	sp|Q9NS23|RASF1_HUMAN	 	 	 	 	13.1	344	39219	Ras association domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=RASSF1 PE=1 SV=1	6	6	1.000	6	6	6.000
8969	1	sp|Q9NS56|TOPRS_HUMAN	 	 	 	 	5.1	1045	119196	E3 ubiquitin-protein ligase Topors OS=Homo sapiens (Human) OX=9606 GN=TOPORS PE=1 SV=1	4	4	1.000	4	4	4.000
8970	1	sp|Q9NS69|TOM22_HUMAN	 	 	 	 	44.4	142	15521	Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens (Human) OX=9606 GN=TOMM22 PE=1 SV=3	12	12	1.000	12	12	12.000
8971	1	sp|Q9NS73|MBIP1_HUMAN	 	 	 	 	9.9	344	39281	MAP3K12-binding inhibitory protein 1 OS=Homo sapiens (Human) OX=9606 GN=MBIP PE=1 SV=2	3	3	1.000	3	3	3.000
8972	1	sp|Q9NS86|LANC2_HUMAN	 	 	 	 	23.1	450	50854	LanC-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=LANCL2 PE=1 SV=1	11	11	1.000	11	11	11.000
8973	1	sp|Q9NS87|KIF15_HUMAN	 	 	 	 	24.1	1388	160159	Kinesin-like protein KIF15 OS=Homo sapiens (Human) OX=9606 GN=KIF15 PE=1 SV=1	47	47	1.000	47	47	47.000
8974	1	sp|Q9NS91|RAD18_HUMAN	 	 	 	 	14.7	495	56222	E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens (Human) OX=9606 GN=RAD18 PE=1 SV=2	8	8	1.000	8	8	8.000
8975	1	sp|Q9NS93|TM7S3_HUMAN	 	 	 	 	6.0	570	64166	Transmembrane 7 superfamily member 3 OS=Homo sapiens (Human) OX=9606 GN=TM7SF3 PE=2 SV=1	3	3	1.000	3	3	3.000
8976	1	sp|Q9NSA3|CNBP1_HUMAN	 	 	 	 	30.9	81	9170	Beta-catenin-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=CTNNBIP1 PE=1 SV=1	3	3	1.000	3	3	3.000
8978	1	sp|Q9NSB8|HOME2_HUMAN	 	 	sp|Q86YM7|HOME1_HUMAN, sp|Q9NSB8|HOME2_HUMAN, sp|Q9NSC5|HOME3_HUMAN	 	24.6	354	40627	Homer protein homolog 2 OS=Homo sapiens (Human) OX=9606 GN=HOMER2 PE=1 SV=1	12	10	0.833	12	10	10.623
8979	1	sp|Q9NSC5|HOME3_HUMAN	 	 	sp|Q86YM7|HOME1_HUMAN, sp|Q9NSB8|HOME2_HUMAN, sp|Q9NSC5|HOME3_HUMAN	 	41.3	361	39836	Homer protein homolog 3 OS=Homo sapiens (Human) OX=9606 GN=HOMER3 PE=1 SV=2	17	16	0.941	17	16	16.381
8980	1	sp|Q9NSD9|SYFB_HUMAN	 	 	 	 	42.1	589	66115	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens (Human) OX=9606 GN=FARSB PE=1 SV=3	98	98	1.000	98	98	98.000
8981	1	sp|Q9NSE4|SYIM_HUMAN	 	 	 	 	35.4	1012	113790	Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IARS2 PE=1 SV=2	132	132	1.000	132	132	132.000
8982	1	sp|Q9NSG2|CA112_HUMAN	 	 	 	 	2.5	853	96553	Uncharacterized protein C1orf112 OS=Homo sapiens (Human) OX=9606 GN=C1orf112 PE=1 SV=1	2	2	1.000	2	2	2.000
8983	1	sp|Q9NSI2|F207A_HUMAN	 	 	 	 	23.5	230	25456	Protein FAM207A OS=Homo sapiens (Human) OX=9606 GN=FAM207A PE=1 SV=2	6	6	1.000	6	6	6.000
8984	1	sp|Q9NSI6|BRWD1_HUMAN	 	 	sp|Q6RI45|BRWD3_HUMAN, sp|Q8WWQ0|PHIP_HUMAN, sp|Q9NSI6|BRWD1_HUMAN	 	5.4	2320	262933	Bromodomain and WD repeat-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=BRWD1 PE=1 SV=4	17	13	0.765	17	13	13.794
8985	1	sp|Q9NSI8|SAMN1_HUMAN	 	 	sp|O94885|SASH1_HUMAN, sp|Q9NSI8|SAMN1_HUMAN	 	9.7	373	41708	SAM domain-containing protein SAMSN-1 OS=Homo sapiens (Human) OX=9606 GN=SAMSN1 PE=1 SV=1	6	2	0.333	6	2	3.333
8986	1	sp|Q9NSK0|KLC4_HUMAN	 	 	sp|Q07866|KLC1_HUMAN, sp|Q6P597|KLC3_HUMAN, sp|Q9H0B6|KLC2_HUMAN, sp|Q9NSK0|KLC4_HUMAN	 	31.0	619	68639	Kinesin light chain 4 OS=Homo sapiens (Human) OX=9606 GN=KLC4 PE=1 SV=3	28	21	0.750	28	21	24.303
8987	1	sp|Q9NSP4|CENPM_HUMAN	 	 	 	 	11.7	180	19737	Centromere protein M OS=Homo sapiens (Human) OX=9606 GN=CENPM PE=1 SV=1	2	2	1.000	2	2	2.000
8988	1	sp|Q9NSU2|TREX1_HUMAN	 	 	 	 	10.2	314	33212	Three-prime repair exonuclease 1 OS=Homo sapiens (Human) OX=9606 GN=TREX1 PE=1 SV=2	3	3	1.000	3	3	3.000
8989	1	sp|Q9NSV4|DIAP3_HUMAN	 	 	 	 	9.6	1193	136924	Protein diaphanous homolog 3 OS=Homo sapiens (Human) OX=9606 GN=DIAPH3 PE=1 SV=4	8	8	1.000	8	8	8.000
8990	1	sp|Q9NSY0|NRBP2_HUMAN	 	 	 	 	6.2	501	57802	Nuclear receptor-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=NRBP2 PE=1 SV=2	2	2	1.000	2	2	2.000
8991	1	sp|Q9NSY1|BMP2K_HUMAN	 	 	sp|Q2M2I8|AAK1_HUMAN, sp|Q9NSY1|BMP2K_HUMAN	 	5.1	1161	129170	BMP-2-inducible protein kinase OS=Homo sapiens (Human) OX=9606 GN=BMP2K PE=1 SV=2	6	3	0.500	6	3	3.750
8992	1	sp|Q9NT62|ATG3_HUMAN	 	 	 	 	31.5	314	35864	Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens (Human) OX=9606 GN=ATG3 PE=1 SV=1	17	17	1.000	17	17	17.000
8993	1	sp|Q9NTG7|SIR3_HUMAN	 	 	 	 	5.5	399	43573	NAD-dependent protein deacetylase sirtuin-3, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SIRT3 PE=1 SV=2	3	3	1.000	3	3	3.000
8994	1	sp|Q9NTI5|PDS5B_HUMAN	 	 	sp|Q29RF7|PDS5A_HUMAN, sp|Q9NTI5|PDS5B_HUMAN	 	36.2	1447	164665	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens (Human) OX=9606 GN=PDS5B PE=1 SV=1	132	100	0.758	132	100	117.582
8995	1	sp|Q9NTJ3|SMC4_HUMAN	 	 	 	 	55.2	1288	147180	Structural maintenance of chromosomes protein 4 OS=Homo sapiens (Human) OX=9606 GN=SMC4 PE=1 SV=2	195	195	1.000	195	195	195.000
8996	1	sp|Q9NTJ4|MA2C1_HUMAN	 	 	 	 	3.2	1040	115834	Alpha-mannosidase 2C1 OS=Homo sapiens (Human) OX=9606 GN=MAN2C1 PE=1 SV=1	4	4	1.000	4	4	4.000
8997	1	sp|Q9NTJ5|SAC1_HUMAN	 	 	 	 	28.1	587	66966	Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens (Human) OX=9606 GN=SACM1L PE=1 SV=2	24	24	1.000	24	24	24.000
8998	1	sp|Q9NTK5|OLA1_HUMAN	 	 	sp|P0ABU2|YCHF_ECOLI, sp|Q9NTK5|OLA1_HUMAN	 	61.1	396	44743	Obg-like ATPase 1 OS=Homo sapiens (Human) OX=9606 GN=OLA1 PE=1 SV=2	105	94	0.895	105	94	101.893
8999	1	sp|Q9NTM9|CUTC_HUMAN	 	 	 	 	23.4	273	29341	Copper homeostasis protein cutC homolog OS=Homo sapiens (Human) OX=9606 GN=CUTC PE=1 SV=1	6	6	1.000	6	6	6.000
9000	1	sp|Q9NTN3|S35D1_HUMAN	 	 	 	 	4.5	355	39240	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter OS=Homo sapiens (Human) OX=9606 GN=SLC35D1 PE=2 SV=1	2	2	1.000	2	2	2.000
9001	1	sp|Q9NTW7|ZF64B_HUMAN	 	 	 	 	6.2	645	72216	Zinc finger protein 64 OS=Homo sapiens (Human) OX=9606 GN=ZFP64 PE=1 SV=3	4	4	1.000	4	4	4.000
9002	1	sp|Q9NTX5|ECHD1_HUMAN	 	 	 	 	37.1	307	33698	Ethylmalonyl-CoA decarboxylase OS=Homo sapiens (Human) OX=9606 GN=ECHDC1 PE=1 SV=2	21	21	1.000	21	21	21.000
9003	1	sp|Q9NTX7|RN146_HUMAN	 	 	 	 	7.5	359	38950	E3 ubiquitin-protein ligase RNF146 OS=Homo sapiens (Human) OX=9606 GN=RNF146 PE=1 SV=1	2	2	1.000	2	2	2.000
9004	1	sp|Q9NTZ6|RBM12_HUMAN	 	 	 	 	16.7	932	97394	RNA-binding protein 12 OS=Homo sapiens (Human) OX=9606 GN=RBM12 PE=1 SV=1	57	57	1.000	57	57	57.000
9005	1	sp|Q9NU19|TB22B_HUMAN	 	 	sp|Q8WUA7|TB22A_HUMAN, sp|Q9NU19|TB22B_HUMAN	 	14.7	505	59080	TBC1 domain family member 22B OS=Homo sapiens (Human) OX=9606 GN=TBC1D22B PE=1 SV=3	7	6	0.857	7	6	6.667
9006	1	sp|Q9NU22|MDN1_HUMAN	 	 	sp|Q6Y7W6|GGYF2_HUMAN, sp|Q9NU22|MDN1_HUMAN	 	14.5	5596	632813	Midasin OS=Homo sapiens (Human) OX=9606 GN=MDN1 PE=1 SV=2	109	107	0.982	109	107	108.436
9007	1	sp|Q9NU23|LYRM2_HUMAN	 	 	 	 	46.6	88	10449	LYR motif-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=LYRM2 PE=1 SV=1	6	6	1.000	6	6	6.000
9008	1	sp|Q9NU53|GINM1_HUMAN	 	 	 	 	8.5	330	36840	Glycoprotein integral membrane protein 1 OS=Homo sapiens (Human) OX=9606 GN=GINM1 PE=2 SV=1	4	4	1.000	4	4	4.000
9009	1	sp|Q9NUA8|ZBT40_HUMAN	 	 	 	 	8.7	1239	138117	Zinc finger and BTB domain-containing protein 40 OS=Homo sapiens (Human) OX=9606 GN=ZBTB40 PE=1 SV=4	13	13	1.000	13	13	13.000
9010	1	sp|Q9NUB1|ACS2L_HUMAN	 	 	 	 	14.2	689	74856	Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACSS1 PE=1 SV=2	14	14	1.000	14	14	14.000
9011	1	sp|Q9NUD5|ZCHC3_HUMAN	 	 	 	 	18.1	403	43547	Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens (Human) OX=9606 GN=ZCCHC3 PE=1 SV=2	10	10	1.000	10	10	10.000
9012	1	sp|Q9NUE0|ZDH18_HUMAN	 	 	 	 	7.5	388	42030	Palmitoyltransferase ZDHHC18 OS=Homo sapiens (Human) OX=9606 GN=ZDHHC18 PE=1 SV=2	2	2	1.000	2	2	2.000
9013	1	sp|Q9NUG6|PDRG1_HUMAN	 	 	 	 	36.1	133	15511	p53 and DNA damage-regulated protein 1 OS=Homo sapiens (Human) OX=9606 GN=PDRG1 PE=1 SV=2	6	6	1.000	6	6	6.000
9014	1	sp|Q9NUI1|DECR2_HUMAN	 	 	 	 	34.2	292	30777	Peroxisomal 2,4-dienoyl-CoA reductase OS=Homo sapiens (Human) OX=9606 GN=DECR2 PE=1 SV=1	17	17	1.000	17	17	17.000
9015	1	sp|Q9NUJ1|ABHDA_HUMAN	 	 	 	 	46.1	306	33932	Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ABHD10 PE=1 SV=1	30	30	1.000	30	30	30.000
