New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_GMHJYZ_human_ecoli	Unique_GMHJYZ_human_ecoli	Corrected_GMHJYZ_human_ecoli	PSMs_Used_GMHJYZ_human_ecoli	TotInt_126C_GMHJYZ_human_ecoli	TotInt_127N_GMHJYZ_human_ecoli	TotInt_127C_GMHJYZ_human_ecoli	TotInt_128N_GMHJYZ_human_ecoli	TotInt_128C_GMHJYZ_human_ecoli	TotInt_129N_GMHJYZ_human_ecoli	TotInt_129C_GMHJYZ_human_ecoli	TotInt_130N_GMHJYZ_human_ecoli	TotInt_130C_GMHJYZ_human_ecoli	TotInt_131N_GMHJYZ_human_ecoli	TotInt_131C_GMHJYZ_human_ecoli
7634	1	sp|Q96C19|EFHD2_HUMAN	 	 	sp|Q96C19|EFHD2_HUMAN, sp|Q9BUP0|EFHD1_HUMAN	 	44.2	240	26697	EF-hand domain-containing protein D2 OS=Homo sapiens (Human) OX=9606 GN=EFHD2 PE=1 SV=1	33	20	0.606	33	20	27.027	20	3938378.503418	3425939.473389	3873552.174317	5297976.930665	3664326.8320319997	4157648.3300779997	3952155.3164069997	2979176.2243680004	3512941.9443360004	3163882.852539	63365.105224
7635	1	sp|Q96C23|GALM_HUMAN	 	 	 	 	19.0	342	37765	Aldose 1-epimerase OS=Homo sapiens (Human) OX=9606 GN=GALM PE=1 SV=1	11	11	1.000	11	11	11.000	11	2408976.392578	1999438.123048	4135593.004883	2533646.757813	4800543.080077	3286283.822265	2146908.462403	2052213.147461	2835756.865236	2409016.144531	80956.578613
7636	1	sp|Q96C24|SYTL4_HUMAN	 	 	 	 	16.8	671	76023	Synaptotagmin-like protein 4 OS=Homo sapiens (Human) OX=9606 GN=SYTL4 PE=1 SV=2	18	18	1.000	18	18	18.000	18	2871606.640625	2692230.0253910003	2909113.212891	3089849.986329	2965271.896486	3292598.8437510002	2712580.017579	2412031.673827	2516325.433594	2448953.447266	94919.975219
7637	1	sp|Q96C34|RUND1_HUMAN	 	 	 	 	10.0	613	67642	RUN domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=RUNDC1 PE=1 SV=3	13	13	1.000	13	13	13.000	13	747159.4326160001	851667.52051	909384.8017570002	846553.7529280001	845443.2500009999	893976.914064	964301.34961	939977.8759769999	725295.7216790002	779990.4750989999	26766.444702
7638	1	sp|Q96C36|P5CR2_HUMAN	 	 	sp|P32322|P5CR1_HUMAN, sp|Q96C36|P5CR2_HUMAN	 	38.1	320	33637	Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens (Human) OX=9606 GN=PYCR2 PE=1 SV=1	33	25	0.758	33	25	29.000	25	5595579.948245	4710615.121584	4924981.156493001	5871534.493165	5160116.45752	5620212.772947	5117748.678224001	4083093.825685	4164515.601073	3901531.675782	39359.475829
7639	1	sp|Q96C86|DCPS_HUMAN	 	 	 	 	30.0	337	38608	m7GpppX diphosphatase OS=Homo sapiens (Human) OX=9606 GN=DCPS PE=1 SV=2	18	18	1.000	18	18	18.000	18	2932727.643066	2907515.269044	2961936.18213	3037472.5976559995	3114699.8862299994	3467917.8012730004	2605697.29248	2203933.687013	2201475.8164059995	2235761.36914	34110.631103
7640	1	sp|Q96C90|PP14B_HUMAN	 	 	 	 	30.6	147	15911	Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens (Human) OX=9606 GN=PPP1R14B PE=1 SV=3	3	3	1.000	3	3	3.000	3	1277407.794922	1068831.978515	1218907.0546869999	1256333.304687	1193991.501953	1359799.066407	1207308.06836	1079495.7714850002	1072810.4375	1012408.720704	500.0
7641	1	sp|Q96CB8|INT12_HUMAN	 	 	 	 	21.0	462	48807	Integrator complex subunit 12 OS=Homo sapiens (Human) OX=9606 GN=INTS12 PE=1 SV=1	8	8	1.000	8	8	8.000	8	1427481.075928	1302222.074585	1372695.8011470002	1580710.377442	1739467.853516	1566131.795898	1408847.505615	1201547.130005	1625972.9824210003	1179192.409424	42927.652344
7642	1	sp|Q96CB9|NSUN4_HUMAN	 	 	 	 	24.7	384	43088	5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens (Human) OX=9606 GN=NSUN4 PE=1 SV=2	16	16	1.000	16	16	16.000	16	3078163.749023	2956151.443359	2995743.06836	3857715.039062	3677156.804688	3650271.07422	3516548.755861	3118073.919923	4335827.741211	3620596.3867180003	129882.684571
7643	1	sp|Q96CC6|RHDF1_HUMAN	 	 	 	 	4.6	855	97400	Inactive rhomboid protein 1 OS=Homo sapiens (Human) OX=9606 GN=RHBDF1 PE=1 SV=2	3	3	1.000	3	3	3.000	3	249463.936523	213610.481445	210697.564453	299956.923829	245982.450196	310957.882813	233066.56543	319767.817383	255710.672852	300343.134765	500.0
7644	1	sp|Q96CD2|COAC_HUMAN	 	 	 	 	24.5	204	22395	Phosphopantothenoylcysteine decarboxylase OS=Homo sapiens (Human) OX=9606 GN=PPCDC PE=1 SV=2	7	7	1.000	7	7	7.000	7	648859.03125	644662.976563	684382.710938	769641.894532	723778.031251	782580.785157	665306.386717	566498.822264	548545.111328	561461.5	9859.254639
7645	1	sp|Q96CF2|CHM4C_HUMAN	 	 	sp|Q96CF2|CHM4C_HUMAN, sp|Q9H444|CHM4B_HUMAN	 	20.2	233	26410	Charged multivesicular body protein 4c OS=Homo sapiens (Human) OX=9606 GN=CHMP4C PE=1 SV=1	4	3	0.750	4	3	3.094	3	109658.722656	106848.509766	118083.828125	121410.515624	120222.167969	126592.1875	118515.21484300001	87474.304686	103381.457032	98617.81738299999	3731.203735
7646	1	sp|Q96CG3|TIFA_HUMAN	 	 	 	 	19.6	184	21445	TRAF-interacting protein with FHA domain-containing protein A OS=Homo sapiens (Human) OX=9606 GN=TIFA PE=1 SV=1	6	6	1.000	6	6	6.000	6	1493100.845704	1391843.65625	1561341.8652350002	1870166.605469	1677449.1093760002	1962700.855469	1509870.453125	1313477.9785159999	1494592.917969	1454733.1289070002	31494.692627000004
7647	1	sp|Q96CM3|RUSD4_HUMAN	 	 	 	 	4.8	377	42205	Mitochondrial RNA pseudouridine synthase RPUSD4 OS=Homo sapiens (Human) OX=9606 GN=RPUSD4 PE=1 SV=1	7	7	1.000	7	7	7.000	7	1244922.922852	951979.57959	1022452.431152	1447002.322267	1354826.451171	1322339.452149	1086218.243164	1054566.444824	1072565.670899	946688.1210940001	29525.90332
7648	1	sp|Q96CM8|ACSF2_HUMAN	 	 	 	 	24.9	615	68124	Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACSF2 PE=1 SV=2	16	16	1.000	16	16	16.000	16	3245693.841797	2985206.0937469997	3145174.770507	3748508.753906	3482640.820313	4151337.847658	3181848.346679	2869996.193361	3081929.824219	2864571.80664	112949.94458
7649	1	sp|Q96CN4|EVI5L_HUMAN	 	 	 	 	9.2	794	91375	EVI5-like protein OS=Homo sapiens (Human) OX=9606 GN=EVI5L PE=1 SV=1	9	9	1.000	9	9	9.000	9	499676.378907	1678287.355469	464605.046874	548337.8339859999	478505.933595	547559.013672	445450.695313	429785.69921900006	440540.59179700003	412667.910156	4190.001953
7650	1	sp|Q96CN5|LRC45_HUMAN	 	 	 	 	5.4	670	75950	Leucine-rich repeat-containing protein 45 OS=Homo sapiens (Human) OX=9606 GN=LRRC45 PE=1 SV=1	4	4	1.000	4	4	4.000	4	308743.28320400004	293965.058595	294619.45507799997	351273.558593	383577.808594	346326.324218	324509.832032	228677.808594	225578.330077	242727.509766	8020.4926749999995
7651	1	sp|Q96CN7|ISOC1_HUMAN	 	 	 	 	52.7	298	32236	Isochorismatase domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=ISOC1 PE=1 SV=3	140	140	1.000	140	140	140.000	140	41730816.112063	40125478.86719099	39488282.38635401	46971329.646725014	43160295.438719995	50995748.95800498	39148274.579349	33172590.26233199	34154426.83313401	32863769.92456199	483264.76910499996
7652	1	sp|Q96CN9|GCC1_HUMAN	 	 	 	 	31.4	775	87810	GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=GCC1 PE=1 SV=1	35	35	1.000	35	35	35.000	35	3625393.178708999	3384564.9599620006	3583263.4355459996	3977790.309572001	3995596.278323	4152231.267579001	3586589.7783210003	3145261.5341799995	3306922.473632	3213009.2949209996	61002.49377500001
7653	1	sp|Q96CP6|ASTRA_HUMAN	 	 	 	 	10.1	724	80679	Protein Aster-A OS=Homo sapiens (Human) OX=9606 GN=GRAMD1A PE=1 SV=2	6	6	1.000	6	6	6.000	6	235284.47460900003	212166.42773499998	252869.666016	267537.264648	257569.846679	282984.01953100006	239331.92871	242431.22753899998	287955.19824299996	270348.54296900006	3716.586182
7654	1	sp|Q96CQ1|S2536_HUMAN	 	 	 	 	9.3	311	34282	Solute carrier family 25 member 36 OS=Homo sapiens (Human) OX=9606 GN=SLC25A36 PE=1 SV=1	2	2	1.000	2	2	2.000	2	86812.773438	83720.234375	93717.3125	115082.78125	106295.570313	115867.61718800002	94616.78125	87631.109375	97069.390625	95451.039062	4348.681640999999
7655	1	sp|Q96CS2|HAUS1_HUMAN	 	 	 	 	48.2	278	31863	HAUS augmin-like complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=HAUS1 PE=1 SV=1	15	15	1.000	15	15	15.000	15	1219696.90039	1127821.858398	1265327.9501959998	1341107.086913	1326173.8496099997	1420701.348633	1192404.531251	1044157.9672860001	1149224.944337	1053090.374024	25841.746703
7656	1	sp|Q96CS3|FAF2_HUMAN	 	 	 	 	44.5	445	52623	FAS-associated factor 2 OS=Homo sapiens (Human) OX=9606 GN=FAF2 PE=1 SV=2	54	54	1.000	54	54	54.000	54	4463352.420412	4265420.9538590005	4404933.423340999	5014142.411379001	4697632.009767	5374705.069578	4170651.3499759994	3731274.1461200006	3946166.711912	3888546.375734	66049.11816299999
7657	1	sp|Q96CS7|PKHB2_HUMAN	 	 	 	 	8.1	222	24736	Pleckstrin homology domain-containing family B member 2 OS=Homo sapiens (Human) OX=9606 GN=PLEKHB2 PE=1 SV=1	2	2	1.000	2	2	2.000	2	105996.46289	113366.564454	122011.513672	133147.412109	127971.054688	125856.849609	111654.886719	102314.279297	114033.958984	112510.86914	6124.928223
7658	1	sp|Q96CT7|CC124_HUMAN	 	 	 	 	29.6	223	25835	Coiled-coil domain-containing protein 124 OS=Homo sapiens (Human) OX=9606 GN=CCDC124 PE=1 SV=1	11	11	1.000	11	11	11.000	11	4827179.371094	4362890.341796	4037452.546875	4850420.7675789995	4644367.605469	4783565.125	4256170.151366999	3829146.532226	4100009.3212889996	3658346.81543	106104.599364
7659	1	sp|Q96CU9|FXRD1_HUMAN	 	 	 	 	15.0	486	53811	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=FOXRED1 PE=1 SV=2	12	12	1.000	12	12	12.000	12	1729157.3759770002	1534406.836912	1731782.611329	1861121.214846	1696100.4648450003	1969441.4960949998	1658051.212892	1365642.687498	1562521.111329	1365224.445314	34015.2489
7660	1	sp|Q96CV9|OPTN_HUMAN	 	 	 	 	14.7	577	65921	Optineurin OS=Homo sapiens (Human) OX=9606 GN=OPTN PE=1 SV=3	11	11	1.000	11	11	11.000	11	1057953.027344	1033469.4628910001	1191962.8183610002	1461690.1074220003	1292358.28125	1454592.257811	1107987.761717	1067144.9355479998	1192340.398437	1184137.6953130001	46825.741699
7661	1	sp|Q96CW1|AP2M1_HUMAN	 	 	 	 	38.9	435	49654	AP-2 complex subunit mu OS=Homo sapiens (Human) OX=9606 GN=AP2M1 PE=1 SV=2	53	53	1.000	53	53	53.000	53	21113166.986817002	19732306.254396997	20547457.40820299	23613169.549318	23521886.318359006	23856897.296875	19980077.092040993	18278967.957521006	21002973.042482	18071846.218750004	688043.195678
7662	1	sp|Q96CW5|GCP3_HUMAN	 	 	 	 	22.2	907	103570	Gamma-tubulin complex component 3 OS=Homo sapiens (Human) OX=9606 GN=TUBGCP3 PE=1 SV=2	32	32	1.000	32	32	32.000	32	2491960.6728510004	2372765.0781260002	2492460.861326	2855706.435548	2725951.0292979996	3036335.4384780005	2633302.7548860004	2602180.9951170003	2696235.142581	2546679.0410170006	47901.579834000004
7663	1	sp|Q96CX2|KCD12_HUMAN	 	 	 	 	13.8	325	35700	BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens (Human) OX=9606 GN=KCTD12 PE=1 SV=1	4	4	1.000	4	4	4.000	4	212808.484375	184053.351563	203174.697266	307245.601563	264267.865234	352162.265626	266329.609375	412588.32617300004	472352.605469	460295.599609	48129.710938
7664	1	sp|Q96CX6|LRC58_HUMAN	 	 	 	 	17.5	371	40585	Leucine-rich repeat-containing protein 58 OS=Homo sapiens (Human) OX=9606 GN=LRRC58 PE=1 SV=2	14	14	1.000	14	14	14.000	14	5666971.601564	4971390.982422	4708009.680176	6825751.615722	5710638.02002	7315044.919922001	5519030.3666980015	5214963.921387001	4289079.559326	4249232.911132	8407.470824
7665	1	sp|Q96D09|GASP2_HUMAN	 	 	sp|Q5JY77|GASP1_HUMAN, sp|Q96D09|GASP2_HUMAN	 	3.0	838	93772	G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens (Human) OX=9606 GN=GPRASP2 PE=1 SV=1	3	2	0.667	3	2	2.667	2	206205.335938	150124.015626	197646.828125	215219.289063	210599.750001	227350.75	194713.632813	146060.191406	186290.921876	170101.109375	16869.376709
7666	1	sp|Q96D31|CRCM1_HUMAN	 	 	 	 	7.0	301	32668	Calcium release-activated calcium channel protein 1 OS=Homo sapiens (Human) OX=9606 GN=ORAI1 PE=1 SV=2	2	2	1.000	2	2	2.000	2	159160.617188	159107.480469	174642.773438	189284.039063	212344.421875	181994.617188	162043.53125	163774.699219	149205.105468	154140.015625	6034.130859000001
7667	1	sp|Q96D46|NMD3_HUMAN	 	 	 	 	40.0	503	57603	60S ribosomal export protein NMD3 OS=Homo sapiens (Human) OX=9606 GN=NMD3 PE=1 SV=1	96	96	1.000	96	96	96.000	96	30581462.892582998	26870907.793215994	28418149.421390995	28589328.99853401	27341315.508544996	30656881.277829997	24554017.145997003	20637997.70508	21713982.310549002	21025654.207764998	193688.430177
7668	1	sp|Q96D53|COQ8B_HUMAN	 	 	 	 	20.0	544	60069	Atypical kinase COQ8B, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COQ8B PE=1 SV=2	25	25	1.000	25	25	25.000	25	2097715.405273	2038934.492676	2161018.931154	2368737.8813489997	2299020.3627910004	2541681.302735	2221216.7143559996	1902753.3669450004	2136920.2844240004	2052312.0487060002	68829.49267299999
7669	1	sp|Q96D71|REPS1_HUMAN	 	 	sp|Q8NFH8|REPS2_HUMAN, sp|Q96D71|REPS1_HUMAN	 	14.1	796	86661	RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=REPS1 PE=1 SV=3	15	12	0.800	15	12	14.250	12	915031.096192	966695.0219749999	907685.1025390001	985417.0888659998	1142069.766113	1219421.1506329998	985713.331055	897710.786132	930744.1728529999	951159.9267589998	17190.44165
7670	1	sp|Q96D96|HVCN1_HUMAN	 	 	 	 	10.3	273	31683	Voltage-gated hydrogen channel 1 OS=Homo sapiens (Human) OX=9606 GN=HVCN1 PE=1 SV=1	3	3	1.000	3	3	3.000	3	153112.423828	229194.648437	104774.951172	159781.841797	129116.164063	199110.863282	150673.392578	95685.570313	116608.466796	107662.81054800001	500.0
7671	1	sp|Q96DA2|RB39B_HUMAN	 	 	sp|O95716|RAB3D_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96AX2|RAB37_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	 	24.4	213	24622	Ras-related protein Rab-39B OS=Homo sapiens (Human) OX=9606 GN=RAB39B PE=1 SV=1	31	3	0.097	31	3	3.218	3	161980.07812500003	169020.927735	157432.964844	178704.638672	182384.261719	200807.197266	164279.30468800003	151538.697265	152919.40625	149526.72461	4266.985352000001
7672	1	sp|Q96DA6|TIM14_HUMAN	 	 	 	 	61.2	116	12498	Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens (Human) OX=9606 GN=DNAJC19 PE=1 SV=3	28	28	1.000	28	28	28.000	28	13051130.099611	12049330.574221	12410272.549316999	12562116.446289998	13865095.338867	14154539.712891	11971326.487305	9942284.400389	10197969.563477002	9874757.050781999	41739.990967000005
7673	1	sp|Q96DB2|HDA11_HUMAN	 	 	 	 	15.6	347	39183	Histone deacetylase 11 OS=Homo sapiens (Human) OX=9606 GN=HDAC11 PE=1 SV=1	6	6	1.000	6	6	6.000	6	724860.75	735780.5351570001	754420.886718	881060.039063	891804.2343760002	851918.8125010001	774135.8046869999	835580.4140630001	916888.1640639999	811157.234375	1507.1369630000002
7674	1	sp|Q96DB5|RMD1_HUMAN	 	 	sp|Q6ZXV5|TMTC3_HUMAN, sp|Q96DB5|RMD1_HUMAN	 	51.6	314	35808	Regulator of microtubule dynamics protein 1 OS=Homo sapiens (Human) OX=9606 GN=RMDN1 PE=1 SV=1	53	43	0.811	53	43	48.181	43	19203026.547119	18642446.679197	17858525.395264	20127361.726076998	17995293.833007004	22357218.729004003	18616404.888671003	13836484.783202	16542471.429688001	15212738.668212	197461.35730100004
7675	1	sp|Q96DC7|TMCO6_HUMAN	 	 	 	 	4.9	493	54442	Transmembrane and coiled-coil domain-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=TMCO6 PE=1 SV=2	2	2	1.000	2	2	2.000	2	43875.163574	40889.179686999996	31870.735352	46642.599121	33850.25	52205.628906000005	31869.966797	38400.406738000005	29687.233886	30993.578613	779.841003
7676	1	sp|Q96DC9|OTUB2_HUMAN	 	 	 	 	17.5	234	27213	Ubiquitin thioesterase OTUB2 OS=Homo sapiens (Human) OX=9606 GN=OTUB2 PE=1 SV=2	5	5	1.000	5	5	5.000	5	96173.04711799999	87017.90039200001	93782.585937	102329.17431599999	109496.34521500001	113935.633789	99839.50097499999	83721.01367300001	92925.665284	90635.363281	3387.771729
7677	1	sp|Q96DE0|NUD16_HUMAN	 	 	sp|Q96DE0|NUD16_HUMAN, sp|Q9BRJ7|TIRR_HUMAN	 	48.2	195	21273	U8 snoRNA-decapping enzyme OS=Homo sapiens (Human) OX=9606 GN=NUDT16 PE=1 SV=2	14	13	0.929	14	13	13.565	13	1764575.978883	1581814.0534680001	1716712.9998780002	1887113.4150399999	1872485.327881	2079901.6997079998	1640678.675538	1820384.3679220001	1889166.6812729998	1793303.225342	38880.686768
7678	1	sp|Q96DF8|ESS2_HUMAN	 	 	 	 	4.8	476	52567	Splicing factor ESS-2 homolog OS=Homo sapiens (Human) OX=9606 GN=ESS2 PE=1 SV=1	2	2	1.000	2	2	2.000	2	213764.4375	140474.9375	238254.21875	228818.367188	299076.53125	217332.242188	229962.03125	190145.800781	190897.179688	167535.871094	500.0
7679	1	sp|Q96DG6|CMBL_HUMAN	 	 	 	 	40.8	245	28048	Carboxymethylenebutenolidase homolog OS=Homo sapiens (Human) OX=9606 GN=CMBL PE=1 SV=1	50	50	1.000	50	50	50.000	50	19152420.962890998	16312587.634768996	17586064.360352002	18075969.896485996	17285566.275388002	19806653.427736	15863403.076172	12809215.189454997	13092135.869140001	12730179.97754	269995.98827999993
7680	1	sp|Q96DH6|MSI2H_HUMAN	 	 	sp|O43347|MSI1H_HUMAN, sp|Q96DH6|MSI2H_HUMAN	 	26.8	328	35196	RNA-binding protein Musashi homolog 2 OS=Homo sapiens (Human) OX=9606 GN=MSI2 PE=1 SV=1	25	18	0.720	25	18	24.632	18	14425151.734375	13908651.488281	13056185.292969	15063532.749999	14312306.1875	16336119.695312	13693044.351562	11018415.582031999	11694399.476563	11207729.160157	286494.380126
7681	1	sp|Q96DI7|SNR40_HUMAN	 	 	 	 	56.6	357	39310	U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens (Human) OX=9606 GN=SNRNP40 PE=1 SV=1	47	47	1.000	47	47	47.000	47	3522950.740722	3317152.5105020003	3436319.6140119997	3408766.0998550006	3787090.4108899995	3642309.827393001	3367856.4838869995	2888403.5317380005	3344739.790772	2971252.393555	51383.31018
7682	1	sp|Q96DM3|RMC1_HUMAN	 	 	 	 	13.9	657	74974	Regulator of MON1-CCZ1 complex OS=Homo sapiens (Human) OX=9606 GN=RMC1 PE=1 SV=2	13	13	1.000	13	13	13.000	13	1027282.444336	1171102.221681	1158261.43457	1484293.1884769998	1546650.05957	1482975.8867179998	1487178.968752	1119091.3212889999	1405610.230469	1137183.1337889999	52841.203369999996
7683	1	sp|Q96DP5|FMT_HUMAN	 	 	 	 	4.4	389	43832	Methionyl-tRNA formyltransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MTFMT PE=1 SV=2	2	2	1.000	2	2	2.000	2	55002.945313000004	50149.551758	56067.78125	51712.145508	52209.746094	53513.884765999996	53993.585938000004	41500.92187500001	42429.82324199999	41839.244141	500.0
7684	1	sp|Q96DR7|ARHGQ_HUMAN	 	 	 	 	4.9	871	97344	Rho guanine nucleotide exchange factor 26 OS=Homo sapiens (Human) OX=9606 GN=ARHGEF26 PE=1 SV=4	4	4	1.000	4	4	4.000	4	914209.7617190001	777055.2148440001	951657.742187	1310129.9140619999	1140962.464844	1463729.6171880001	1149991.9375	1663230.955078	1821159.0	1746885.7265630001	63800.66796900001
7685	1	sp|Q96DT6|ATG4C_HUMAN	 	 	 	 	3.5	458	52497	Cysteine protease ATG4C OS=Homo sapiens (Human) OX=9606 GN=ATG4C PE=1 SV=1	3	3	1.000	3	3	3.000	3	171568.278076	196287.279297	188814.312256	237332.26855500002	209457.291993	257129.410645	183108.425293	173640.91211000003	152050.932617	179548.031739	500.0
7686	1	sp|Q96DT7|ZBT10_HUMAN	 	 	 	 	9.0	871	94893	Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens (Human) OX=9606 GN=ZBTB10 PE=1 SV=2	10	10	1.000	10	10	10.000	10	836162.7600110001	730435.147462	820224.8237330001	907024.666991	911496.377931	938337.625001	847721.927247	779064.0341790001	948244.6992190001	819439.004882	17340.254883
7687	1	sp|Q96DU7|IP3KC_HUMAN	 	 	 	 	5.6	683	75207	Inositol-trisphosphate 3-kinase C OS=Homo sapiens (Human) OX=9606 GN=ITPKC PE=1 SV=1	3	3	1.000	3	3	3.000	3	69359.505859	76827.666992	70848.80175700001	76157.474609	68660.46386799999	86295.20410099998	67881.546875	57405.678711	53539.64941400001	58219.14062399999	500.0
7688	1	sp|Q96DV4|RM38_HUMAN	 	 	 	 	46.3	380	44596	39S ribosomal protein L38, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL38 PE=1 SV=2	35	35	1.000	35	35	35.000	35	5572051.41162	5638797.075928	5678753.104248	6560477.192137	6176432.59839	6394123.176147999	5947413.436767999	5021332.907225	5659200.991457	5636009.163817	148542.033447
7689	1	sp|Q96DX4|RSPRY_HUMAN	 	 	 	 	9.4	576	64180	RING finger and SPRY domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=RSPRY1 PE=1 SV=1	4	4	1.000	4	4	4.000	4	289690.875	264149.037109	283034.027344	342116.261719	356086.484376	369263.28125	321676.73047	302896.89257799997	350766.707031	370251.896484	13855.23999
7690	1	sp|Q96DY7|MTBP_HUMAN	 	 	 	 	2.5	904	102192	Mdm2-binding protein OS=Homo sapiens (Human) OX=9606 GN=MTBP PE=1 SV=1	2	2	1.000	2	2	2.000	2	118630.53125	104005.289062	116918.109375	116338.011719	112212.535156	129325.292969	106770.65625	88087.095703	102454.160156	86273.265624	500.0
7691	1	sp|Q96DZ1|ERLEC_HUMAN	 	 	 	 	22.8	483	54858	Endoplasmic reticulum lectin 1 OS=Homo sapiens (Human) OX=9606 GN=ERLEC1 PE=1 SV=1	19	19	1.000	19	19	19.000	19	1241746.279297	1280167.38086	1275145.1396470002	1395395.6308590001	1419890.500002	1506734.7324239996	1249397.7929689998	1139488.9589840001	1221384.273437	1180631.9882830002	25852.273682
7692	1	sp|Q96E11|RRFM_HUMAN	 	 	sp|P0A7E5|PYRG_ECOLI, sp|Q96E11|RRFM_HUMAN	 	36.6	262	29277	Ribosome-recycling factor, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRRF PE=1 SV=1	20	17	0.850	20	17	17.554	17	5360698.386231	4748707.567869	5254489.550293	5393475.027588	5773226.820312999	6258614.649049	5000223.287597	3896022.3376470003	4337797.367188	4192078.3282480002	129167.008666
7693	1	sp|Q96E14|RMI2_HUMAN	 	 	 	 	34.7	147	15865	RecQ-mediated genome instability protein 2 OS=Homo sapiens (Human) OX=9606 GN=RMI2 PE=1 SV=2	6	6	1.000	6	6	6.000	6	1392248.179687	1468932.61084	1258259.5625	1716340.761719	1755154.90625	1857501.681641	1366789.050781	1437611.677734	1621190.707031	1551173.704102	50910.59082
7694	1	sp|Q96E22|NGBR_HUMAN	 	 	 	 	5.1	293	33224	Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Homo sapiens (Human) OX=9606 GN=NUS1 PE=1 SV=1	3	3	1.000	3	3	3.000	3	255626.921875	233963.378906	232031.058594	289155.050781	228761.164062	291521.394532	256860.406251	186480.367186	212344.386718	195482.222657	1489.161499
7695	1	sp|Q96E29|MTEF3_HUMAN	 	 	 	 	15.6	417	47971	Transcription termination factor 3, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MTERF3 PE=1 SV=2	10	10	1.000	10	10	10.000	10	1674714.717774	1616177.5029310002	1728559.126955	1812360.671875	1752514.8203130001	2004325.738281	1626264.078126	1306808.363281	1502673.0234380001	1253790.471681	52428.622131
7696	1	sp|Q96E39|RMXL1_HUMAN	 	 	sp|P38159|RBMX_HUMAN, sp|Q96E39|RMXL1_HUMAN	 	30.5	390	42141	RNA binding motif protein, X-linked-like-1 OS=Homo sapiens (Human) OX=9606 GN=RBMXL1 PE=1 SV=1	51	6	0.118	51	6	9.857	6	344386.189452	751838.33252	387483.492675	459712.377929	408248.90820299997	576615.063477	631393.933106	331074.40820299997	477715.950684	419682.89160199993	500.0
